name,id,price,sizes,category
VL Court Base Schuh,ID3717,30.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Osade Schuh,IG7318,58.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
OZWEEGO Celox Schuh,GZ7280,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Run 60s 3.0 Schuh,IE3832,42.0,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
N-5923 Schuh,IH8874,64.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Crazy Infinity Schuh,IH2663,96.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50', '50 2/3']",frauen-sneakers
Forum Low CL Schuh,IH7829,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
Alphabounce+ Sustainable Bounce Schuh,HP6147,70.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Adizero Prime X 2.0 STRUNG Laufschuh,ID0265,210.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3', '50 2/3']",frauen-sneakers
Edge Lux 6.0 Shoes,ID1952,65.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '44']",frauen-sneakers
Astir Schuh,GX8549,77.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Gazelle Schuh,IF9655,82.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
CourtBeat Court Lifestyle Schuh,ID0507,52.5,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Adistar Raven Schuh,IF7078,85.4,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Busenitz Pro Skateschuh,IF4617,69.3,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Courtblock Schuh,IG6884,36.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Forum Low CL Schuh,IG1427,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Swift Run 22 G20 CM 201 Shoes,GW9652,63.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Astir Schuh,GY9549,80.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Osade Schuh,IG7327,55.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Predator Mundial Schuh,IF9605,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Daily 4.0 Schuh,IH0316,56.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Edge Lux 6.0 Shoes,ID1953,55.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3']",frauen-sneakers
Forum XLG Schuh,ID6809,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
X_PLRBOOST Schuh,HP3139,90.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Epi Pro Low Schuh,ID3966,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
VL Court 3.0 Schuh,IF4458,49.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Adistar Raven Schuh,ID1039,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Crazychaos 2000 Schuh,IG4352,46.4,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Adifom Climacool Schuh,IF3904,60.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Campus 00s Schuh,IF9616,90.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Astir Schuh,IG6100,71.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Ozelia Schuh,H04269,65.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
X_PLR Phase Schuh,ID0437,66.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Run 80s Schuh,ID1263,64.0,"['38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Avryn Schuh,ID9422,70.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
ZX 22 BOOST Schuh,GW8317,58.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Gazelle Bold Schuh,IG4386,90.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Campus 00s Shoes,JH8088,90.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Rivalry 86 Low Schuh,IF4664,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Heawyn Schuh,IG2381,70.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Rivalry 86 Low Schuh,IH2815,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
D.O.N. Issue 4 Basketballschuh,HR0720,60.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3', '55 2/3']",frauen-sneakers
Falcon Schuh,IG8302,77.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
OZWEEGO Shoes,IE9636,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Forum 84 Hi Schuh,HQ4377,98.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
adidas by Stella McCartney Sportswear Schuh,HP6317,210.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",frauen-sneakers
Falcon Schuh,IE8203,82.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Lite Racer 3.0 Schuh,HP6103,38.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Response CL Schuh,IF9082,71.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48']",frauen-sneakers
Rivalry Lux Low Schuh,IF7185,69.6,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
Rivalry 86 Low Schuh,ID8405,73.2,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
NMD_S1 Schuh,GW4652,126.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
X_PLR Phase Schuh,IG4781,72.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Avryn Schuh,HP5972,84.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Astir Schuh,GW9752,60.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Park Street Schuh,ID5596,52.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Crazy Infinity Schuh,IF4540,96.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50', '50 2/3']",frauen-sneakers
Bermuda Schuh,IF6559,69.6,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Duramo 10 Laufschuh,GX0711,45.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",frauen-sneakers
Y-3 GSG9 Low,IE5663,198.0,"['36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",frauen-sneakers
UBounce DNA Schuh,IF9040,40.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Run 72 Schuh,IH8596,56.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
X_PLRPHASE Schuh,IG4766,96.0,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Park ST Schuh,ID5598,52.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Lite Racer 4.0 Schuh,IE8566,38.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Cloudfoam Pure 2.0 Schuh,H03762,60.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '44']",frauen-sneakers
Racer TR23 Schuh,IF3330,55.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
N-5923 Schuh,IH8875,64.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Forum Low CL Schuh,IG3780,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
Forum Bold Stripes Schuh,ID0564,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Racer TR23 Schuh,ID3081,56.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Park St. Shoes,ID5599,52.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Rivalry 86 Low Schuh,IF4676,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Busenitz Pro Skateschuh,IF4616,72.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Court 24 Schuh,ID1257,51.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Radlander EQT Gore-Tex Schuh,IE9023,160.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
OZMILLEN Schuh,ID2895,77.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
OZWEEGO OG Schuh,IE6998,72.8,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
OZWEEGO OG Schuh,ID9459,65.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Adimatic Schuh,ID3939,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Forum Mid Schuh,FY4975,79.3,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
Forum Low CL Schuh,IF7219,72.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Shmoofoil Schuh,IF2079,46.4,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Swift Run 22 Schuh,GV7971,50.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Grand Court Alpha Schuh,IH3846,66.6,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3']",frauen-sneakers
Avryn_X Schuh,ID6299,84.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Avryn Schuh,ID9423,91.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
Fukasa Run Schuh,IF5151,63.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '44']",frauen-sneakers
Forum Mod Low Schuh,IH7804,96.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Alphaboost V1 Schuh,IG3733,72.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
OZMILLEN Schuh,IF3446,71.5,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Ultraboost Light Laufschuh,HQ6346,160.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3']",frauen-sneakers
Run 60s 2.0 Laufschuh,FZ0962,48.0,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",frauen-sneakers
SOLARGLIDE 6 Laufschuh,HP7651,90.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3']",frauen-sneakers
Bravada 2.0 Platform Mid Schuh,IE2312,52.5,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
X_PLRBOOST Schuh,ID9587,90.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
X_PLR Phase Schuh,IF1659,60.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Gazelle Indoor Schuh,IH4770,105.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",frauen-sneakers
Advantage 2.0 Schuh,IG9182,46.4,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",frauen-sneakers
Adizero Takumi Sen 10 Laufschuh,IG8206,140.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3']",frauen-sneakers
Orketro Schuh,GZ9697,75.0,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3']",frauen-sneakers
Forum Low CL Schuh,IF9681,84.0,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",frauen-sneakers
